Segment_ID,Curvature_Type,RX_Horizontal_Sum,LX_Horizontal_Sum,RX_Vertical_Sum,LX_Vertical_Sum
Straight_535,Straight,1.68,-0.14,-3.5700000000000003,-0.17999999999999994
Straight_536,Straight,1.29,0.51,-4.71,0.7899999999999999
Straight_537,Straight,1.56,0.08,-3.68,0.9400000000000001
Straight_538,Straight,1.8400000000000003,0.62,-4.37,-0.52
Straight_539,Straight,2.1,-0.06999999999999999,-3.72,0.16
Left_540,Left,1.1,0.35,-4.76,-0.37
Left_541,Left,1.47,0.84,-4.0200000000000005,-1.04
Left_542,Left,1.69,0.36,-3.37,0.56
Left_543,Left,0.22000000000000003,0.07,-1.66,0.59
Straight_544,Straight,0.6300000000000001,0.28,-3.0,0.33999999999999997
Straight_545,Straight,0.38,0.18000000000000002,-0.99,-0.36
Straight_546,Straight,0.46,-1.734723475976807e-18,-3.95,0.75
Straight_547,Straight,-0.21,-0.049999999999999975,-3.4400000000000004,0.76
Straight_548,Straight,-0.23999999999999996,0.09000000000000002,-1.12,-0.15000000000000002
Straight_549,Straight,0.06000000000000001,-0.06,-0.45999999999999996,0.22000000000000003
Straight_550,Straight,0.21000000000000002,0.24000000000000002,-0.53,0.83
Straight_551,Straight,-1.1,-1.7000000000000002,-6.29,-3.8299999999999996
Straight_552,Straight,-6.9399999999999995,-11.129999999999999,-32.800000000000004,-29.53
Straight_553,Straight,19.84,-1.3900000000000001,-37.38,-21.999999999999996
Right_554,Right,4.659999999999999,22.900000000000002,-49.440000000000005,-31.680000000000003
Straight_555,Straight,2.09,24.759999999999998,-42.96,-34.35
Straight_556,Straight,3.7099999999999995,16.77,-28.03,-33.87
Straight_557,Straight,1.31,0.63,-27.15,-42.199999999999996
Straight_558,Straight,2.66,-1.69,-12.82,-34.52
Left_559,Left,3.42,-0.62,-9.23,-31.049999999999997
Straight_560,Straight,3.14,0.79,-10.69,-8.46
Straight_561,Straight,4.0600000000000005,0.93,-8.49,-5.699999999999999
Straight_562,Straight,3.86,1.05,-7.070000000000001,-4.45
Straight_563,Straight,4.16,1.17,-7.58,-4.36
Straight_564,Straight,3.31,0.78,-7.2,-3.66
Straight_565,Straight,2.45,0.76,-8.82,-4.82
Straight_566,Straight,3.2800000000000002,1.13,-9.22,-6.8100000000000005
Straight_567,Straight,4.72,1.01,-9.67,-8.799999999999999
Straight_568,Straight,3.9100000000000006,0.64,-8.84,-7.7700000000000005
Straight_569,Straight,2.17,0.41000000000000003,-8.31,-8.03
Straight_570,Straight,1.7,0.82,-7.67,-6.390000000000001
Straight_571,Straight,0.82,0.8,-8.5,-4.06
Straight_572,Straight,-0.31,5.94,-24.580000000000002,-8.86
Straight_573,Straight,-0.22,7.94,-31.28,-12.75
Straight_574,Straight,0.36,5.77,-29.48,-11.72
Straight_575,Straight,0.6699999999999999,5.38,-21.27,-7.39
Straight_576,Straight,1.9900000000000002,-0.56,-5.21,-2.2199999999999998
Straight_577,Straight,0.7200000000000001,-0.8599999999999999,-3.21,-1.3399999999999999
Straight_578,Straight,-0.53,-0.12,-2.96,-3.7
Straight_579,Straight,6.58,-0.8400000000000001,-11.8,-27.169999999999998
Straight_580,Straight,9.919999999999998,-0.65,-21.080000000000002,-41.769999999999996
Straight_581,Straight,9.93,-0.68,-20.200000000000003,-36.47
Straight_582,Straight,5.02,-1.01,-9.51,-20.26
Straight_583,Straight,3.4800000000000004,-0.01,-6.3,-15.81
Right_584,Right,-0.11,0.3,-1.3599999999999999,-0.9099999999999999
Straight_585,Straight,-0.32,5.590000000000001,-6.989999999999999,-0.72
Straight_586,Straight,-0.64,6.97,-9.82,-1.6799999999999997
Straight_587,Straight,1.02,6.769999999999999,-10.54,-1.7300000000000002
Straight_588,Straight,1.5899999999999999,1.0199999999999998,-2.1199999999999997,-0.35000000000000003
Straight_589,Straight,1.08,-0.04999999999999999,-1.51,0.33
Left_590,Left,0.66,2.58,-3.23,-0.48
Left_591,Left,0.30000000000000004,7.65,-11.34,-2.99
Left_592,Left,0.07000000000000002,7.260000000000001,-13.719999999999999,-3.3600000000000003
Left_593,Left,1.8900000000000001,3.42,-10.099999999999998,-2.31
Straight_594,Straight,0.8600000000000001,-0.5399999999999999,-1.3800000000000001,-0.6800000000000002
Straight_595,Straight,1.85,-0.31000000000000005,-6.6,-7.15
Straight_596,Straight,3.9000000000000004,0.8300000000000001,-15.889999999999999,-21.24
Right_597,Right,6.2299999999999995,-0.6100000000000001,-0.2500000000000001,-7.300000000000001
Straight_598,Straight,8.27,-0.18,-1.6700000000000002,-9.459999999999999
Straight_599,Straight,8.49,0.0,-1.46,-10.309999999999999
Straight_600,Straight,9.13,-0.33,-2.3600000000000003,-9.36
Straight_601,Straight,5.67,-0.45999999999999996,-3.41,-6.950000000000001
Straight_602,Straight,2.74,0.16999999999999998,-7.2700000000000005,-1.8599999999999999
Straight_603,Straight,1.16,1.84,-6.800000000000001,-0.68
Straight_604,Straight,1.27,5.16,-14.33,-1.67
Straight_605,Straight,1.9,6.64,-14.19,-2.5500000000000003
Straight_606,Straight,2.41,6.18,-14.469999999999999,-2.18
Straight_607,Straight,2.21,6.28,-14.149999999999999,-2.05
Left_608,Left,2.8899999999999997,5.239999999999999,-13.439999999999998,-0.99
Left_609,Left,2.63,3.38,-10.709999999999999,-1.61
Left_610,Left,1.16,0.5800000000000001,-3.8500000000000005,-1.35
Straight_611,Straight,1.34,0.9400000000000001,-5.16,-1.8100000000000003
Straight_612,Straight,2.6199999999999997,1.58,-8.52,-3.27
Straight_613,Straight,2.28,1.4900000000000002,-7.129999999999999,-2.48
Straight_614,Straight,2.19,1.5699999999999998,-6.27,-2.79
Right_615,Right,2.2899999999999996,1.79,-8.23,-3.9499999999999997
Right_616,Right,1.9500000000000002,1.8800000000000001,-6.1899999999999995,-3.3
Right_617,Right,1.88,1.2499999999999998,-6.290000000000001,-0.8
Right_618,Right,1.66,0.74,-5.5,-0.12000000000000001
Right_619,Right,1.79,1.1800000000000002,-5.210000000000001,-1.05
Straight_620,Straight,1.71,1.79,-5.709999999999999,-2.4000000000000004
Straight_621,Straight,2.16,2.06,-6.1499999999999995,-2.76
Straight_622,Straight,1.8,2.17,-6.220000000000001,-2.58
Straight_623,Straight,1.83,2.27,-5.8999999999999995,-1.6500000000000001
Straight_624,Straight,2.16,1.6,-7.69,-1.07
Straight_625,Straight,2.7199999999999998,2.51,-8.950000000000001,-0.14
Straight_626,Straight,2.74,2.68,-8.049999999999999,-1.6800000000000002
Straight_627,Straight,2.5,2.5100000000000002,-8.61,-1.84
Straight_628,Straight,2.74,3.13,-8.6,-3.08
Straight_629,Straight,3.0,3.2800000000000002,-9.48,-3.3200000000000003
Straight_630,Straight,2.92,2.88,-10.790000000000001,-4.09
Straight_631,Straight,1.22,0.95,-7.150000000000002,-2.9099999999999997
Straight_632,Straight,-0.9700000000000001,-0.07,-0.39,-1.1599999999999997
Straight_633,Straight,3.41,1.3,1.0299999999999998,-6.4
Straight_634,Straight,7.900000000000001,1.87,-2.07,-9.75
Straight_635,Straight,7.95,1.85,-1.85,-11.469999999999999
Straight_636,Straight,8.25,2.33,-2.27,-13.200000000000001
Straight_637,Straight,7.25,2.2,-1.11,-11.8
Right_638,Right,7.19,1.8599999999999999,-1.41,-10.49
Straight_639,Straight,6.369999999999999,1.92,-0.3499999999999999,-10.23
Straight_640,Straight,5.27,1.27,-1.09,-6.160000000000001
Straight_641,Straight,3.81,0.77,-2.42,-1.3877787807814457e-17
Straight_642,Straight,2.6999999999999997,1.3699999999999999,-1.4799999999999998,-1.2400000000000002
Straight_643,Straight,2.83,1.32,-1.02,-1.46
Straight_644,Straight,3.0100000000000002,2.09,-2.32,-3.0100000000000002
Straight_645,Straight,2.35,1.4400000000000002,-2.6199999999999997,-2.48
Left_646,Left,3.1599999999999997,1.45,-3.34,-2.47
Straight_647,Straight,3.6100000000000003,2.0300000000000002,-3.5,-3.71
Left_648,Left,3.77,2.4099999999999997,-5.2,-3.34
Straight_649,Straight,1.36,1.58,-1.56,-2.35
Straight_650,Straight,2.26,3.2,-3.92,-5.0
Straight_651,Straight,1.8,2.4899999999999998,-6.34,-2.9400000000000004
Straight_652,Straight,2.36,2.67,-7.5,-4.130000000000001
Straight_653,Straight,2.1399999999999997,4.4799999999999995,-8.94,-2.64
Straight_654,Straight,1.69,3.2399999999999998,-11.089999999999998,-2.25
Straight_655,Straight,1.58,3.9200000000000004,-10.229999999999999,-2.12
Straight_656,Straight,2.21,3.65,-9.64,-2.61
Straight_657,Straight,1.81,2.15,-5.619999999999999,-2.44
Straight_658,Straight,1.07,1.02,-3.0300000000000002,-2.9
Straight_659,Straight,2.7800000000000002,0.9199999999999999,-1.8199999999999998,-3.86
Straight_660,Straight,4.990000000000001,1.38,-2.9200000000000004,-5.33
Straight_661,Straight,4.56,1.08,-2.12,-4.82
Straight_662,Straight,4.870000000000001,1.15,-2.7600000000000002,-5.550000000000001
Straight_663,Straight,4.99,1.25,-2.29,-5.25
Straight_664,Straight,5.8,1.7100000000000002,-2.09,-9.72
Straight_665,Straight,6.52,1.7800000000000002,-2.12,-12.399999999999999
Straight_666,Straight,6.66,1.81,-1.1600000000000001,-12.21
Straight_667,Straight,6.37,2.05,-0.43000000000000005,-11.370000000000001
Straight_668,Straight,3.8000000000000003,1.4600000000000002,0.37,-9.17
Straight_669,Straight,2.1,1.63,-2.52,-2.24
Straight_670,Straight,1.5,2.66,-6.37,-1.92
Straight_671,Straight,1.18,3.2600000000000002,-8.12,-2.2800000000000002
Straight_672,Straight,1.8399999999999999,4.23,-9.42,-3.12
Straight_673,Straight,2.18,3.4799999999999995,-3.31,-3.1600000000000006
Straight_674,Straight,-3.4400000000000004,-4.15,-8.27,6.99
Straight_675,Straight,-1.9499999999999997,-1.0799999999999998,-10.719999999999999,-7.62
Left_676,Left,-0.5900000000000001,0.10999999999999993,-16.89,-11.53
Straight_677,Straight,1.28,-0.44,-13.64,-15.09
Left_678,Left,3.25,-0.06999999999999999,-15.64,-19.74
Straight_679,Straight,2.62,-0.09,-16.14,-15.81
Straight_680,Straight,1.57,1.39,-14.84,-17.88
Straight_681,Straight,-0.48,0.1,-13.73,-25.18
Straight_682,Straight,-0.12,0.37,-23.630000000000003,-20.560000000000002
Straight_683,Straight,1.28,1.06,-24.509999999999998,-22.02
Straight_684,Straight,0.8299999999999997,-1.68,-29.54,-28.659999999999997
Straight_685,Straight,0.38999999999999996,-1.8200000000000003,-17.130000000000003,-12.879999999999999
Straight_686,Straight,1.6099999999999999,-0.26,-9.049999999999999,-12.62
Straight_687,Straight,1.88,0.41000000000000003,-10.67,-9.850000000000001
Straight_688,Straight,2.48,1.79,-12.369999999999997,-12.510000000000002
Straight_689,Straight,1.1299999999999997,10.07,-18.64,-14.41
Straight_690,Straight,-0.3,17.7,-34.199999999999996,-23.55
Straight_691,Straight,-0.01999999999999999,10.19,-36.0,-22.16
Straight_692,Straight,0.7400000000000001,9.1,-8.93,-9.0
Straight_693,Straight,2.19,0.8599999999999999,-19.4,-5.890000000000001
Straight_694,Straight,-2.9399999999999995,3.3600000000000003,-24.11,-5.6
Straight_695,Straight,-3.6,3.86,-14.629999999999999,-8.96
Straight_696,Straight,-0.020000000000000018,-0.5700000000000001,-7.97,-10.380000000000003
Straight_697,Straight,10.219999999999999,-0.009999999999999995,-8.45,-19.49
Straight_698,Straight,7.340000000000001,-1.35,-9.02,-12.489999999999998
Straight_699,Straight,8.17,-1.3900000000000001,-12.7,-17.96
Straight_700,Straight,6.14,-2.12,-11.62,-13.26
Right_701,Right,-0.77,-0.81,-3.3,-2.59
Straight_702,Straight,-1.7900000000000003,-1.84,-13.54,-11.58
Straight_703,Straight,-0.5899999999999999,2.22,-17.529999999999998,-17.3
Straight_704,Straight,-0.53,4.569999999999999,-15.049999999999999,-15.959999999999999
Straight_705,Straight,0.08999999999999997,2.96,-14.030000000000001,-13.25
Straight_706,Straight,-1.69,5.94,-15.520000000000001,-15.39
Straight_707,Straight,-0.99,4.84,-6.9,-8.77
Left_708,Left,0.030000000000000027,7.64,-10.13,-13.47
Left_709,Left,-0.16999999999999998,11.01,-12.690000000000001,-16.97
Left_710,Left,-1.1400000000000001,10.12,-21.860000000000003,-24.08
Straight_711,Straight,-2.8199999999999994,10.47,-29.97,-25.21
Straight_712,Straight,-1.8199999999999998,8.76,-25.79,-22.099999999999998
Straight_713,Straight,-1.49,5.819999999999999,-19.250000000000004,-23.63
Straight_714,Straight,-0.76,0.6199999999999999,-10.579999999999998,-14.559999999999999
Straight_715,Straight,-1.3199999999999998,-0.6000000000000001,-13.5,-10.840000000000002
Straight_716,Straight,-2.6,-0.56,-22.5,-13.7
Straight_717,Straight,-1.8000000000000003,7.27,-29.11,-31.799999999999997
Straight_718,Straight,3.82,1.6700000000000002,-13.459999999999997,-22.48
Straight_719,Straight,6.44,2.19,-3.8200000000000003,-11.840000000000002
Straight_720,Straight,6.77,1.8800000000000001,-3.5200000000000005,-12.31
Straight_721,Straight,5.529999999999999,1.39,-1.58,-11.149999999999999
Straight_722,Straight,5.199999999999999,1.36,-1.29,-11.09
Straight_723,Straight,2.83,1.3199999999999998,-1.13,-9.84
Straight_724,Straight,1.19,-0.4999999999999998,-0.8999999999999999,-6.8199999999999985
Straight_725,Straight,-3.4699999999999998,-4.38,-0.3400000000000003,-13.439999999999998
Straight_726,Straight,0.5300000000000001,7.22,-18.54,-13.129999999999999
Straight_727,Straight,-1.6300000000000003,18.31,-27.679999999999996,-22.71
Straight_728,Straight,-1.3499999999999999,20.14,-31.16,-21.27
Straight_729,Straight,0.34,17.43,-24.34,-19.900000000000002
Left_730,Left,-2.4899999999999998,25.080000000000002,-39.63,-22.3
Left_731,Left,-0.97,18.53,-30.06,-18.93
Left_732,Left,0.51,10.459999999999999,-22.51,-16.38
Left_733,Left,-0.20000000000000004,7.260000000000001,-19.21,-24.73
Straight_734,Straight,-1.98,-0.7699999999999999,-16.509999999999998,-23.45
Straight_735,Straight,-3.06,-0.8300000000000001,-12.8,-19.18
Straight_736,Straight,0.9600000000000002,2.26,-13.84,-17.52
Straight_737,Straight,0.5,-0.28,-18.63,-15.729999999999999
Straight_738,Straight,0.25999999999999995,-1.06,-17.580000000000002,-15.819999999999999
Straight_739,Straight,-3.630000000000001,-1.76,-13.709999999999999,-12.92
Straight_740,Straight,-3.09,-1.3199999999999998,-12.389999999999999,-15.159999999999998
Straight_741,Straight,-2.22,-0.53,-8.419999999999998,-13.48
Straight_742,Straight,-1.65,0.10999999999999999,-9.790000000000001,-11.5
Straight_743,Straight,-2.15,-0.04000000000000001,-9.020000000000001,-9.89
Straight_744,Straight,-1.43,0.7200000000000002,-7.6899999999999995,-10.95
Straight_745,Straight,-1.71,0.7200000000000001,-8.47,-11.629999999999999
Straight_746,Straight,-1.41,1.36,-9.120000000000001,-13.459999999999999
Straight_747,Straight,0.51,6.82,-12.520000000000001,-13.16
Straight_748,Straight,0.5800000000000001,5.78,-11.14,-13.370000000000001
Straight_749,Straight,0.21000000000000002,6.5200000000000005,-13.09,-12.439999999999998
Straight_750,Straight,0.18999999999999997,6.3999999999999995,-12.309999999999999,-12.920000000000002
Straight_751,Straight,0.76,3.82,-14.08,-15.55
Straight_752,Straight,0.82,0.6100000000000001,-16.46,-14.459999999999999
Straight_753,Straight,0.9299999999999999,4.99,-17.53,-17.86
Straight_754,Straight,-1.3399999999999999,1.6500000000000001,-7.8,-11.84
Straight_755,Straight,-0.7000000000000001,2.06,-6.7,-5.98
Straight_756,Straight,0.53,1.81,-7.680000000000001,-6.73
Straight_757,Straight,0.21000000000000002,1.72,-8.13,-7.5
Straight_758,Straight,-0.42000000000000004,1.7199999999999998,-7.979999999999999,-8.99
Straight_759,Straight,0.69,1.3000000000000003,-8.68,-9.99
Straight_760,Straight,9.08,0.9200000000000002,-14.07,-19.54
Straight_761,Straight,8.629999999999999,1.22,-13.71,-20.84
Straight_762,Straight,10.179999999999998,1.63,-15.3,-19.81
Straight_763,Straight,9.73,1.1600000000000001,-15.75,-21.84
Straight_764,Straight,7.5,1.1400000000000001,-15.639999999999999,-20.08
Straight_765,Straight,1.5000000000000002,2.35,-15.009999999999998,-13.79
Straight_766,Straight,-0.44,2.27,-11.39,-9.43
Straight_767,Straight,0.74,1.71,-12.229999999999999,-9.33
Straight_768,Straight,0.21999999999999997,2.24,-10.33,-8.32
Straight_769,Straight,0.13,0.5700000000000001,-15.26,-13.31
Straight_770,Straight,-0.44000000000000006,-0.85,-21.59,-18.96
Straight_771,Straight,-0.27999999999999997,1.31,-23.4,-19.11
Straight_772,Straight,0.13000000000000006,1.4700000000000002,-13.889999999999999,-14.560000000000002
Straight_773,Straight,-0.9299999999999999,0.98,-19.709999999999997,-19.269999999999996
Straight_774,Straight,-0.55,2.13,-14.52,-9.04
Straight_775,Straight,-0.55,6.42,-28.8,-11.54
Straight_776,Straight,-0.52,9.43,-30.54,-13.989999999999998
Straight_777,Straight,-0.07999999999999999,4.55,-15.31,-7.02
Straight_778,Straight,0.23999999999999994,0.35,-5.91,-5.17
Straight_779,Straight,4.1,-0.05000000000000002,-9.26,-12.87
Straight_780,Straight,1.85,0.06,-9.26,-10.24
Straight_781,Straight,0.060000000000000026,0.76,-7.22,-3.2
Straight_782,Straight,-1.03,1.63,-8.010000000000002,-3.49
Straight_783,Straight,-1.22,8.23,-18.63,-6.6
Straight_784,Straight,-1.49,8.63,-21.26,-8.41
Straight_785,Straight,-1.3699999999999999,3.21,-11.74,-5.819999999999999
Right_786,Right,-0.5700000000000001,0.35000000000000003,-10.67,-10.200000000000001
Right_787,Right,0.8099999999999999,1.84,-14.57,-21.419999999999998
Straight_788,Straight,-0.51,0.17999999999999997,-17.68,-15.57
Straight_789,Straight,-1.83,0.55,-14.66,-3.2399999999999998
Straight_790,Straight,-1.3,1.22,-12.160000000000002,-1.96
Straight_791,Straight,-0.95,9.14,-20.93,-9.620000000000001
Straight_792,Straight,-1.8900000000000001,13.189999999999998,-26.709999999999997,-17.97
Straight_793,Straight,-1.5399999999999998,15.1,-27.56,-20.53
Straight_794,Straight,-1.07,15.309999999999999,-32.56,-20.88
Straight_795,Straight,0.0,5.03,-12.34,-7.83
Straight_796,Straight,1.32,13.45,-27.360000000000003,-21.36
Straight_797,Straight,3.28,8.669999999999998,-30.68,-17.130000000000003
Straight_798,Straight,-0.4600000000000001,1.61,-5.95,-4.609999999999999
Straight_799,Straight,-0.29,-0.48000000000000004,2.1,-5.8
Straight_800,Straight,-0.36,-1.29,-25.72,-18.4
